0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,31,2,1,3,2,2,1,2,1,2,3,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,30,2,2,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,31,2,2,1,3,2,1,2,1,2,3,2,2,2,2,2
0,0,0,0,0,0,0,0,0,32,4,4,4,4,4,4,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,33,6,6,6,6,7,6,7,6,6
0,0,0,0,0,0,0,0,0,30,2,2,2,2,2,2,2,2,2
0,0,0,31,2,1,3,2,2,1,2,1,2,3,2,2,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,29,3,1,3,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,30,2,1,2,3,2,2,2,2,2
0,0,0,0,0,31,2,2,2,1,3,1,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,32,4,4,3,5,4,4,4,4,4
0,0,0,31,2,1,3,2,2,1,2,1,2,2,3,2,2,1,2
0,0,0,31,2,2,2,2,2,1,2,1,2,2,3,2,2,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,33,6,6,6,6,6,8,6,6,6
0,0,0,31,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4
0,0,0,32,4,4,4,4,4,3,5,3,4,4,5,4,4,4,4
0,0,0,31,2,2,2,2,2,1,2,1,2,2,3,2,2,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,28,5,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,30,2,2,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,30,3,1,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,31,2,2,2,2,2,2,2
0,0,0,0,0,31,2,2,2,1,3,1,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,33,6,6,6,6,6,6,7,6,6
0,0,0,33,6,6,6,6,6,6,6,6,6,6,7,6,6,7,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,31,2,1,3,2,2,1,2,1,2,2,3,2,2,1,3
0,0,0,31,2,1,3,2,2,1,2,1,2,2,3,2,2,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,31,2,1,3,2,2,1,2,1,2,2,2,3,2,1,2
0,0,0,0,0,0,0,0,0,30,2,1,3,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,29,3,2,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,31,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,32,4,4,4,4,4,3,5,3,4,5,4,4,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,32,7,6,6,6,6,6,6,7,6,6,6,7,5
0,0,0,0,0,33,6,7,6,6,6,6,6,6,6,6,7,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,31,2,2,2,1,2,1,2,2,3,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,33,6,6,6,6,6,6,7,6,6,6,6,6,6,8,4
0,0,0,0,0,0,0,0,0,30,2,1,3,2,2,2,2,2,2
0,0,0,31,2,2,2,2,2,1,2,1,2,2,3,2,2,1,3
0,0,0,31,2,2,2,2,2,1,2,1,2,2,3,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,16,19,7,6,7,6,5,7,6,6,6,6,6,6,7,6
0,0,0,33,6,7,6,6,6,6,6,6,6,6,7,6,6,6,7
0,0,0,32,6,6,6,6,6,6,7,6,6,6,6,6,6,6,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,33,6,6,6,6,6,6,7,6,6,6,6,6,6,6,8
0,0,0,33,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,31,2,1,2,3,2,1,2,1,2,2,3,2,2,1,3
0,0,0,0,0,0,0,0,0,32,4,4,4,4,4,4,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,31,2,2,2,1,3,1,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,20,12,2,2,2,2,1,3,1,2,2,2,2,2,2,2
0,0,0,31,2,1,3,2,2,1,2,1,2,2,3,2,2,1,2
0,0,0,0,0,29,4,2,2,1,2,2,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,31,5,4,4,3,5,3,4,4,5,4,4,4,4
0,0,0,0,0,0,0,0,0,7,25,1,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,31,5,4,4,3,5,3,4,4,5,4,4,4,4
0,0,0,33,6,7,6,6,6,6,6,6,6,6,7,6,6,6,7
0,0,0,33,6,6,6,6,6,6,7,6,6,6,6,6,6,6,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,33,6,6,6,6,6,6,7,6,6,6,6,6,6,8,6
0,0,0,0,0,31,4,5,4,4,4,3,4,5,4,4,4,4,4
0,0,0,0,0,32,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,31,2,2,2,2,2,1,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,32,4,3,5,4,4,4,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,32,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,32,6,7,6,6,6,6,6,6,6,6,7,6,6,7,6
